ano;codigo_unidade_orcamentaria;nome_unidade_orcamentaria;codigo_unidade_executora;funcional_programatica;codigo_elemento_despesa;descricao_elemento_despesa;codigo_item_despesa;descricao_item_despesa;codigo_fonte_recurso;descricao_fonte_recurso;numero_empenho;data_empenho;razao_social_credor;cnpj_cpf_credor;data_liquidacao;liquidacao_sequencial;valor_despesa_liquidada;numero_op;data_registro;data_pagamento;valor_pago_financeiro;quebra_sim_nao;justificativa;observacao_script
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.003.4303.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;5;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;25/02/2026;1;956,0;48;27/02/2026;06/03/2026;956,0;SIM;O pagamento foi efetuado no primeiro dia útil anterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.001.4304.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;9;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;25/02/2026;1;776,0;49;27/02/2026;06/03/2026;776,0;SIM;O pagamento foi efetuado no primeiro dia útil anterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.003.4311.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;11;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;25/02/2026;1;416,0;51;27/02/2026;06/03/2026;416,0;SIM;O pagamento foi efetuado no primeiro dia útil anterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.004.4313.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;12;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;25/02/2026;1;596,0;52;27/02/2026;06/03/2026;596,0;SIM;O pagamento foi efetuado no primeiro dia útil anterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.002.4309.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;10;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;25/02/2026;1;5600,0;50;27/02/2026;09/03/2026;5600,0;SIM;O pagamento foi efetuado no primeiro dia útil posterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.002.4309.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;95;RECURSOS RECEBIDOS POR DANOS ADVINDOS DE DESASTRES SOCIOAMBIENTAIS;50;24/02/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;25/02/2026;1;2328,0;54;02/03/2026;09/03/2026;2328,0;SIM;O pagamento foi efetuado no primeiro dia útil posterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.122.705.2500.0001;37;LOCACAO DE MAO-DE-OBRA;4;LOCACAO DE SERVICOS DE APOIO ADMINISTRATIVO REALIZADOS PELA MGS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;2;29/01/2026;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;33.224.254/0001-42;03/02/2026;1;53567,02;59;02/03/2026;09/03/2026;52637,27;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.122.705.2500.0001;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;17;LOCACAO DE VEICULOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1;28/01/2026;CS BRASIL FROTAS S.A.;27.595.780/0001-16;05/02/2026;1;3728,76;63;09/03/2026;11/03/2026;3728,76;SIM;O pagamento foi efetuado no primeiro dia útil posterior ao vencimento, tendo em vista que 07/03/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.126.004.4314.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;28;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;2;1225,0;85;20/03/2026;27/03/2026;1225,0;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.004.4313.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;12;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;2;596,0;86;20/03/2026;27/03/2026;596,0;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.002.4309.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;10;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;2;5600,0;87;20/03/2026;27/03/2026;5600,0;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.003.4311.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;11;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;2;416,0;88;20/03/2026;27/03/2026;416,0;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.001.4304.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;9;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;2;776,0;89;20/03/2026;27/03/2026;776,0;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.122.705.2500.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;4;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;2;416,0;91;20/03/2026;27/03/2026;416,0;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.126.004.4314.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;30;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;3;320,0;94;20/03/2026;27/03/2026;320,0;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.126.004.4314.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;30;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;4;3397,0;95;20/03/2026;27/03/2026;3397,0;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.002.4309.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;95;RECURSOS RECEBIDOS POR DANOS ADVINDOS DE DESASTRES SOCIOAMBIENTAIS;50;24/02/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;2;2328,0;97;23/03/2026;27/03/2026;2328,0;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.003.4303.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;5;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;2;956,0;90;20/03/2026;30/03/2026;956,0;SIM;O pagamento foi realizado em 30/03/2026, em vez de 27/03/2026, em decorrência de falha operacional ocorrida no processamento da despesa.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.003.4303.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;31;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;2;125,76;93;20/03/2026;30/03/2026;125,76;SIM;O pagamento foi realizado em 30/03/2026, em vez de 27/03/2026, em decorrência de falha operacional ocorrida no processamento da despesa.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.003.4303.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;2;SERVICO DE TECNOLOGIA DA INFORMACAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;32;29/01/2026;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);33.683.111/0001-07;02/03/2026;2;712,06;65;09/03/2026;02/04/2026;677,88;SIM;O pagamento foi realizado em 02/04/2026, em vez de 03/04/2026, em decorrência de falha operacional ocorrida no processamento da despesa.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.001.4304.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;2;SERVICO DE TECNOLOGIA DA INFORMACAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;46;05/02/2026;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);33.683.111/0001-07;04/03/2026;2;6012,64;77;11/03/2026;06/04/2026;5724,03;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.122.705.2500.0001;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;17;LOCACAO DE VEICULOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1;28/01/2026;CS BRASIL FROTAS S.A.;27.595.780/0001-16;10/03/2026;2;3728,76;78;11/03/2026;10/04/2026;3728,76;SIM;O pagamento foi realizado em 10/04/2026, em vez de 09/04/2026, em decorrência de falha operacional ocorrida no processamento da despesa.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.126.004.4314.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;2;SERVICO DE TECNOLOGIA DA INFORMACAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;48;12/02/2026;CLM SOFTWARE COMERCIO IMPORTACAO E EXPORTACAO LTDA.;02.092.332/0001-79;04/03/2026;1;85781,23;111;10/04/2026;14/04/2026;85781,23;SIM;O pagamento foi realizado em 14/04/2026 em razão da limitação financeira disponível. A cota extra foi autorizada em 10/04/2026 e, diante da necessidade de quitação de obrigações prioritárias já vencidas, o pagamento desta despesa ocorreu posteriormente.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.001.4304.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;29;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;17/03/2026;2;22827,24;112;10/04/2026;15/04/2026;22827,24;SIM;O pagamento foi realizado em 15/04/2026 em razão da limitação financeira disponível. A cota extra foi autorizada em 10/04/2026 e, diante da necessidade de quitação de obrigações prioritárias já vencidas, o pagamento desta despesa ocorreu posteriormente.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.003.4303.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;14;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;23/03/2026;2;5062,0;113;10/04/2026;16/04/2026;5062,0;SIM;O pagamento foi realizado em 16/04/2026 em razão da limitação financeira disponível. A cota extra foi autorizada em 10/04/2026 e, diante da necessidade de quitação de obrigações prioritárias já vencidas, o pagamento desta despesa ocorreu posteriormente.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.122.705.2500.0001;37;LOCACAO DE MAO-DE-OBRA;4;LOCACAO DE SERVICOS DE APOIO ADMINISTRATIVO REALIZADOS PELA MGS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;2;29/01/2026;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;33.224.254/0001-42;24/03/2026;3;51923,16;117;14/04/2026;17/04/2026;42894,92;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.001.4304.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;2;SERVICO DE TECNOLOGIA DA INFORMACAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;46;05/02/2026;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);33.683.111/0001-07;27/03/2026;3;6012,64;106;09/04/2026;06/05/2026;5724,03;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.122.705.2500.0001;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;17;LOCACAO DE VEICULOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1;28/01/2026;CS BRASIL FROTAS S.A.;27.595.780/0001-16;07/04/2026;3;3894,37;107;09/04/2026;07/05/2026;3894,37;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.122.705.2500.0001;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;17;LOCACAO DE VEICULOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1;28/01/2026;CS BRASIL FROTAS S.A.;27.595.780/0001-16;07/04/2026;4;160,09;108;09/04/2026;07/05/2026;160,09;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.003.4303.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;2;SERVICO DE TECNOLOGIA DA INFORMACAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;32;29/01/2026;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);33.683.111/0001-07;17/04/2026;3;712,06;124;22/04/2026;08/05/2026;677,88;NÃO;;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.124.003.4311.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;11;29/01/2026;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;24/04/2026;3;416,0;161;12/05/2026;14/05/2026;416,0;SIM;O pagamento foi realizado em 13/05/2026 em razão da limitação financeira disponível. A cota extra foi autorizada em 11/05/2026 e, diante da necessidade de quitação de obrigações prioritárias já vencidas, o pagamento desta despesa ocorreu posteriormente.;
2026;1521;CONTROLADORIA-GERAL DO ESTADO;1520001;04.122.705.2500.0001;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;2;SERVICO DE TECNOLOGIA DA INFORMACAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;47;05/02/2026;GLOBALSEC TECNOLOGIA DA INFORMACAO LTDA;43.690.572/0001-52;16/04/2026;1;55,0;128;22/04/2026;15/05/2026;55,0;SIM;O pagamento foi efetuado no primeiro dia útil anterior ao vencimento, tendo em vista que 16/05/2026 ocorreu em final de semana e o SIAFI não realiza programação de pagamentos sem transmissão bancária.;
